idwine,Type,Grapes,Harmonize,name
111554,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Lamb', 'Pork', 'Poultry']",Famille Perrin Châteauneuf-du-Pape Les Sinards Rouge
111555,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Lanessan Haut-Médoc
111556,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Ormes de Pez Saint-Estèphe
111557,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Margaux Pavillon Rouge du Château Margaux
111558,Red,['Grenache'],"['Lamb', 'Pork', 'Poultry']",Pegau Cuvée Réservée Châteauneuf-du-Pape Rouge
111559,Red,['Grenache'],"['Lamb', 'Pork', 'Poultry']",Clos des Papes (Paul Avril) Châteauneuf-du-Pape
111560,Red,"['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Malescot St. Exupery Margaux (Grand Cru Classé)
111561,Red,"['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Carbonnieux Pessac-Léognan Blanc (Grand Cru Classé de Graves)
111562,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Louis Roederer Rosé Brut Champagne (Vintage)
111563,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé)
111564,White,['Gew√ºrztraminer'],"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese']",Trimbach Riesling Alsace
111565,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Joseph Drouhin Drouhin - Vaudon Chablis Réserve De Vaudon
111566,Red,"['Cabernet Sauvignon', 'Merlot', 'Syrah/Shiraz']","['Beef', 'Pasta', 'Veal']",Gourmet Pere & Fils Entrecôte Red Blend
111567,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Andre Clouet Grande Réserve Brut Champagne Grand Cru 'Bouzy'
111568,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Le Grand Noir Chardonnay
111569,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Paul Jaboulet Aîné Hermitage La Petite Chapelle
111570,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château La Mission Haut-Brion Pessac-Léognan (Grand Cru Classé de Graves)
111571,Red,"['Grenache', 'Mourvedre', 'Syrah/Shiraz']","['Beef', 'Lamb', 'Game Meat']",Domaine Jean-Louis Chave Côtes du Rhône Selection Mon Coeur
111572,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Gruaud Larose Sarget de Gruaud Larose Saint-Julien
111573,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Lilian Ladouys Saint-Estèphe
111574,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Joseph Drouhin Laforet Bourgogne Pinot Noir
111575,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Magnol Haut-Médoc
111576,White,"['Sauvignon Blanc', 'Sémillon']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château Guiraud Le G de Guiraud Bordeaux Blanc Sec
111577,Red,"['Cabernet Sauvignon', 'Tannat']","['Beef', 'Lamb', 'Spicy Food', 'Poultry']",Château Montus Madiran
111578,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Pasta', 'Veal']",Gérard Bertrand Terroir Languedoc (Syrah - Grenache)
111579,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",M. Chapoutier Crozes-Hermitage Les Meysonniers
111580,Red,['Grenache'],"['Lamb', 'Pork', 'Poultry']",Clos des Brusquieres Châteauneuf-du-Pape
111581,Red,['Grenache'],"['Beef', 'Lamb', 'Game Meat']",Cellier des Dauphins Les Dauphins Côtes du Rhône Réserve Rouge
111582,Red,['Merlot'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Mont-Pérat Bordeaux
111583,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Dom Pérignon Brut Rosé Champagne
111584,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château d'Issan Margaux (Grand Cru Classé)
111585,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Drappier Carte d'Or Brut Champagne
111586,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château La Tour de By Médoc
111587,Red,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Belgrave Haut-Médoc (Grand Cru Classé)
111588,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Ruinart Brut Rosé Champagne
111589,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château de Fieuzal Pessac-Léognan (Grand Cru Classé de Graves)
111590,Red,"['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Larrivet Haut-Brion Pessac-Léognan
111591,Red,['Cabernet Sauvignon'],"['Beef', 'Pasta', 'Veal']",Château l'Hospitalet La Réserve La Clape
111592,Red,['Pinot Noir'],"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']",Barton & Guestier B&G Réserve Pinot Noir
111593,Red,"['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Ormes de Pez Saint-Estèphe
111594,Red,['Garnacha'],"['Lamb', 'Pork', 'Poultry']",Domaine du Vieux Télégraphe Télégramme Châteauneuf-du-Pape
111595,Red,['Grenache'],"['Lamb', 'Pork', 'Poultry']",M. Chapoutier Châteauneuf-du-Pape La Bernardine
111596,Red,['Pinot Noir'],"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']",Bouchard Aîné & Fils Pinot Noir Heritage Du Conseiller
111597,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Veuve Clicquot Vintage Brut Champagne
111598,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Beaumont Haut-Médoc
111599,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Malartic-Lagravière Pessac-Léognan (Grand Cru Classé de Graves)
111600,Red,"['Grenache', 'Mourvedre', 'Muscardin', 'Syrah/Shiraz']","['Lamb', 'Pork', 'Poultry']",Château de la Gardine Châteauneuf-du-Pape
111601,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Beef', 'Lamb', 'Game Meat']",Jean-Luc Colombo Côtes du Rhône Les Abeilles de Colombo Rouge
111602,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Moët & Chandon Nectar Impérial (Demi-Sec) Champagne
111603,Red,['Merlot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Canon Saint-Émilion Grand Cru (Premier Grand Cru Classé)
111604,Red,['Cabernet Sauvignon'],"['Beef', 'Pasta', 'Veal']",Barton & Guestier B&G Réserve Cabernet Sauvignon
111605,Rosé,"['Syrah/Shiraz', 'Grenache', 'Cinsault']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Fleurs de Prairie Côtes de Provence
111606,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Lafite Rothschild Carruades de Lafite Pauillac
111607,Red,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Latour-Martillac Pessac-Léognan (Grand Cru Classé de Graves)
111608,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Delas Les Launes Crozes-Hermitage
111609,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Langoa Barton Saint-Julien (Grand Cru Classé)
111610,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Piper-Heidsieck Cuvée Brut Champagne
111611,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Pasta', 'Veal']",M. Chapoutier Marius Grenache - Syrah
111612,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château La Tour de Mons Margaux
111613,Rosé,"['Grenache', 'Syrah/Shiraz']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Mi Mi en Provence Grande Réserve Rosé
111614,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château La Louvière Pessac-Léognan
111615,Red,"['Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château La Gaffelière Saint-Émilion Grand Cru (Premier Grand Cru Classé)
111616,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Recougne Bordeaux Supérieur
111617,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Dauzac Margaux (Grand Cru Classé)
111618,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Clinet Pomerol
111619,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Haut-Bailly Château Haut-Bailly (Cru Classé de Graves)
111620,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château d'Arcins Haut-Médoc
111621,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",de Ladoucette Pouilly-Fumé
111622,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Pédesclaux Pauillac (Grand Cru Classé)
111623,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Pascal Jolivet Sancerre Blanc
111624,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",William Fèvre Chablis
111625,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château La Conseillante Pomerol
111626,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Clarke Listrac-Médoc
111627,Sparkling,"['Chardonnay', 'Chenin Blanc']","['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Sieur d'Arques Aimery Crémant de Limoux Grande Cuvée 1531
111628,Rosé,['Grenache Gris'],"['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish']",Gérard Bertrand Gris Blanc
111629,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Louis Jadot Chablis
111630,Red,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Meyney Saint-Estèphe
111631,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Pasta', 'Veal']",Baron d'Arignac Vin Rouge
111632,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Greysac Médoc
111633,Red,['Merlot'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Bel-Air Bordeaux Superieur
111634,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Gustave Lorentz Riesling Alsace Réserve
111635,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Cos d'Estournel Pagodes de Cos
111636,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Haut-Batailley Pauillac (Grand Cru Classé)
111637,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Moët & Chandon Ice Impérial (Demi-Sec) Champagne
111638,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Henri Bourgeois Petit Bourgeois Sauvignon Blanc
111639,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Maucaillou Moulis-en-Médoc
111640,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Cap Royal Bordeaux Supérieur
111641,Red,['Pinot Noir'],"['Beef', 'Pasta', 'Veal']",Domaine de la Motte Pinot Noir
111642,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Beef', 'Lamb', 'Game Meat']",E. Guigal Gigondas
111643,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Barreyres Haut-Médoc
111644,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Bois Pertuis Bordeaux
111645,Red,"['Merlot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Coufran Haut-Médoc
111646,Rosé,"['Syrah/Shiraz', 'Grenache', 'Cinsault']","['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish']",Claude Val Rosé
111647,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine de La Romanée-Conti La Tâche Grand Cru
111648,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Henri Bourgeois Sancerre Les Baronnes Blanc
111649,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Latour Les Forts de Latour Pauillac
111650,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Marquis de Terme Margaux (Grand Cru Classé)
111651,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Rollan de By Médoc
111652,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Grand-Puy Ducasse Pauillac (Grand Cru Classé)
111653,Rosé,"['Syrah/Shiraz', 'Grenache', 'Merlot', 'Cinsault']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Château de Berne Romance Rosé
111654,Red,['Mourvedre'],['Beef'],Château de Pibarnon Bandol
111655,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Talbot Connétable Talbot Saint-Julien
111656,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Beef', 'Pasta', 'Veal']",Gérard Bertrand Corbières Grenache - Syrah - Mourvèdre
111657,Rosé,"['Grenache', 'Cinsault']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Château de Berne Esprit Méditerranée Rosé
111658,Red,['Merlot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Teyssier Saint-Émilion Grand Cru
111659,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Domaine de la Villaudière Sancerre
111660,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Bouchard Père & Fils Bourgogne Pinot Noir
111661,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Louis Latour Ardèche Chardonnay
111662,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Laroche Chablis ‘Saint Martin’
111663,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Fleur Cardinale Saint-Émilion Grand Cru (Grand Cru Classé)
111664,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Jean-Marc Brocard Domaine Sainte Claire Chablis
111665,Red,"['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Pichon Baron Les Tourelles de Longueville Pauillac
111666,Sparkling,"['Pinot Noir', 'Pinot Meunier', 'Chardonnay']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Philipponnat Royale Réserve Brut Champagne
111667,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Canon-La-Gaffelière Saint-Émilion Grand Cru (Premier Grand Cru Classé)
111668,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",E. Guigal Château d'Ampuis Côte-Rôtie
111669,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Ducru-Beaucaillou Croix de Beaucaillou Saint-Julien
111670,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Beau-Sejour Becot Saint-Émilion Grand Cru (Premier Grand Cru Classé)
111671,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château d'Arsac Margaux
111672,Red,"['Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château La Fleur-Pétrus Pomerol
111673,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Paul Jaboulet Aîné Crozes-Hermitage Les Jalets
111674,Red,"['Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Vieux Château Certan Pomerol
111675,Red,"['Merlot', 'Cabernet Sauvignon']","['Beef', 'Pasta', 'Veal']",Premier Rendez-Vous Belle Cuvée Merlot - Cabernet
111676,Red,"['Cabernet Sauvignon', 'Merlot', 'Cabernet Franc', 'Pinot Noir', 'Petit Verdot', 'Tannat', 'Malbec']","['Beef', 'Pasta', 'Veal']",Mas de Daumas Gassac Haut Vallée du Gassac Rouge
111677,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Barons de Rothschild (Lafite) Réserve Spéciale Bordeaux
111678,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Louis Latour Grand Ardèche Chardonnay
111679,White,"['Ugni Blanc', 'Gros Manseng', 'Sauvignon Blanc', 'Colombard']","['Rich Fish', 'Shellfish', 'Vegetarian']",Domaine du Tariquet Côtes De Gascogne Classic
111680,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Paul Jaboulet Aîné Crozes-Hermitage Domaine de Thalabert
111681,Red,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Malescasse Haut-Médoc
111682,Red,['Carignan/Cari√±ena'],"['Beef', 'Pasta', 'Veal']",M. Chapoutier Domaine de Bila-Haut Occultum Lapidem
111683,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Gazin L'Hospitalet de Gazin Pomerol
111684,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Cos Labory Saint-Estèphe (Grand Cru Classé)
111685,Rosé,['Grenache'],"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Domaines Ott By.Ott Rosé
111686,White,"['Sauvignon Blanc', 'Colombard']","['Rich Fish', 'Shellfish', 'Vegetarian']",Horgelus Colombard - Sauvignon Côtes de Gascogne
111687,Red,['Merlot'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Château le Puy Emilien
111688,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Heidsieck & Co. Monopole Blue Top Brut Champagne
111689,Red,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Cambon La Pelouse Haut-Médoc
111690,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Saint-Pierre Saint-Julien (Grand Cru Classé)
111691,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat']",Delas Ventoux
111692,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Louis Jadot Beaujolais-Villages
111693,Red,"['Grenache', 'Mourvedre', 'Carignan/Cari√±ena', 'Syrah/Shiraz']","['Beef', 'Lamb', 'Game Meat']",Vidal Fleury Côtes du Rhône
111694,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Château Fuissé Pouilly-Fuissé Tête de Cuvée
111695,Red,['Cabernet Sauvignon'],"['Beef', 'Pasta', 'Veal']",Le Grand Noir Les Deux Aristos Cabernet Sauvignon
111696,Rosé,"['Grolleau', 'Cabernet Franc', 'Gamay Noir']","['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Calvet Rosé d'Anjou
111697,Rosé,"['Grenache', 'Cinsault']","['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish']",Château Puech-Haut Saint-Drézéry Prestige Rosé
111698,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Montrose La Dame de Montrose Saint-Estèphe
111699,Red,['Grenache'],"['Lamb', 'Pork', 'Poultry']",Domaine des Sénéchaux Châteauneuf-du-Pape
111700,White,['Folle Blanche'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Les Costières de Pomerols Hugues de Beauvignac (HB) Picpoul de Pinet
111701,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Giscours La Sirène de Giscours Margaux
111702,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Giscours Haut-Médoc Giscours
111703,Red,['Merlot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Cheval Noir Saint-Émilion (Grand Vin)
111704,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Ferrière Margaux (Grand Cru Classé)
111705,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Calon-Ségur Marquis de Calon Saint-Estèphe
111706,Red,"['Petit Verdot', 'Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Beau-Site Saint-Estèphe
111707,Red,['Cabernet Franc'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château de Sales Pomerol
111708,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Durfort-Vivens Margaux (Grand Cru Classé)
111709,Red,['Merlot'],"['Beef', 'Game Meat']",Roche Mazet Cuvée Spéciale Merlot
111710,Red,['Merlot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Monbousquet Saint-Émilion Grand Cru
111711,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Salon Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne
111712,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Bouchard Père & Fils Beaune du Château Premier Cru
111713,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Bonneau du Martray Corton-Charlemagne Grand Cru
111714,Dessert,"['Sauvignon Blanc', 'Sémillon', 'Muscat/Moscato']","['Fruit Dessert', 'Blue Cheese']",Château Coutet Sauternes Barsac (Premier Grand Cru Classé)
111715,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Albert Bichot Bourgogne Vieilles Vignes de Pinot Noir
111716,Red,['Merlot'],"['Beef', 'Pasta', 'Veal']",Barton & Guestier B&G Réserve Merlot
111717,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Drappier Pinot Noir Brut Nature Champagne
111718,Red,['Petit Verdot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Rauzan-Gassies Margaux
111719,Dessert,"['Sauvignon Blanc', 'Sémillon', 'Muscadelle']","['Fruit Dessert', 'Blue Cheese']",Château Rieussec Carmes de Rieussec Sauternes
111720,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Bollinger Rosé Brut Champagne
111721,Red,['Grenache'],"['Beef', 'Maturated Cheese', 'Hard Cheese']",Charles de Rouvray Cave de Ladac Cuvée Excellence Rouge
