idwine;Type;Grapes;Harmonize;name
111587;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Belgrave Haut-Medoc (Grand Cru Classe)
111588;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Ruinart Brut Rose Champagne
111589;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau de Fieuzal Pessac-Leognan (Grand Cru Classe de Graves)
111590;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Larrivet Haut-Brion Pessac-Leognan
111591;Red;['Cabernet Sauvignon'];['Beef', 'Pasta', 'Veal'];Chateau l'Hospitalet La Reserve La Clape
111593;Red;['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Ormes de Pez Saint-Estephe
111594;Red;['Garnacha'];['Lamb', 'Pork', 'Poultry'];Domaine du Vieux Telegraphe Telegramme Chateauneuf-du-Pape
111595;Red;['Grenache'];['Lamb', 'Pork', 'Poultry'];M. Chapoutier Chateauneuf-du-Pape La Bernardine
111597;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Veuve Clicquot Vintage Brut Champagne
111598;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Beaumont Haut-Medoc
111599;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Malartic-Lagraviere Pessac-Leognan (Grand Cru Classe de Graves)
111603;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Canon Saint-Emilion Grand Cru (Premier Grand Cru Classe)
111606;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Lafite Rothschild Carruades de Lafite Pauillac
111607;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Latour-Martillac Pessac-Leognan (Grand Cru Classe de Graves)
111609;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Langoa Barton Saint-Julien (Grand Cru Classe)
111610;Sparkling;['Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Piper-Heidsieck Cuvee Brut Champagne
111612;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Tour de Mons Margaux
111614;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Louviere Pessac-Leognan
111615;Red;['Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Gaffeliere Saint-Emilion Grand Cru (Premier Grand Cru Classe)
111616;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Recougne Bordeaux Superieur
111617;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Dauzac Margaux (Grand Cru Classe)
111618;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Clinet Pomerol
111619;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Haut-Bailly Chateau Haut-Bailly (Cru Classe de Graves)
111620;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau d'Arcins Haut-Medoc
111621;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];de Ladoucette Pouilly-Fume
111622;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Pedesclaux Pauillac (Grand Cru Classe)
111623;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Pascal Jolivet Sancerre Blanc
111624;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];William Fevre Chablis
111625;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Conseillante Pomerol
111626;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Clarke Listrac-Medoc
111627;Sparkling;['Chardonnay', 'Chenin Blanc'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Sieur d'Arques Aimery Cremant de Limoux Grande Cuvee 1531
111628;Rose;['Grenache Gris'];['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish'];Gerard Bertrand Gris Blanc
111629;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Louis Jadot Chablis
111630;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Meyney Saint-Estephe
111632;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Greysac Medoc
111633;Red;['Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Bel-Air Bordeaux Superieur
111634;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Gustave Lorentz Riesling Alsace Reserve
111635;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Cos d'Estournel Pagodes de Cos
111636;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Haut-Batailley Pauillac (Grand Cru Classe)
111638;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Henri Bourgeois Petit Bourgeois Sauvignon Blanc
111639;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Maucaillou Moulis-en-Medoc
111640;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Cap Royal Bordeaux Superieur
111641;Red;['Pinot Noir'];['Beef', 'Pasta', 'Veal'];Domaine de la Motte Pinot Noir
111643;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Barreyres Haut-Medoc
111644;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Bois Pertuis Bordeaux
111645;Red;['Merlot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Coufran Haut-Medoc
111647;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine de La Romanee-Conti La Tache Grand Cru
111648;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Henri Bourgeois Sancerre Les Baronnes Blanc
111649;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Latour Les Forts de Latour Pauillac
111650;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Marquis de Terme Margaux (Grand Cru Classe)
111651;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Rollan de By Medoc
111652;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Grand-Puy Ducasse Pauillac (Grand Cru Classe)
111654;Red;['Mourvedre'];['Beef'];Chateau de Pibarnon Bandol
111655;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Talbot Connetable Talbot Saint-Julien
111657;Rose;['Grenache', 'Cinsault'];['Pork', 'Shellfish', 'Vegetarian', 'Poultry'];Chateau de Berne Esprit Mediterranee Rose
111658;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Teyssier Saint-Emilion Grand Cru
111659;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Domaine de la Villaudiere Sancerre
111661;White;['Chardonnay'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Louis Latour Ardeche Chardonnay
111662;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Domaine Laroche Chablis Saint Martin
111663;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Fleur Cardinale Saint-Emilion Grand Cru (Grand Cru Classe)
111664;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jean-Marc Brocard Domaine Sainte Claire Chablis
111665;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Pichon Baron Les Tourelles de Longueville Pauillac
111666;Sparkling;['Pinot Noir', 'Pinot Meunier', 'Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Philipponnat Royale Reserve Brut Champagne
111667;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Canon-La-Gaffeliere Saint-Emilion Grand Cru (Premier Grand Cru Classe)
111669;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Ducru-Beaucaillou Croix de Beaucaillou Saint-Julien
111670;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Beau-Sejour Becot Saint-Emilion Grand Cru (Premier Grand Cru Classe)
111671;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau d'Arsac Margaux
111672;Red;['Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Fleur-Petrus Pomerol
111674;Red;['Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Vieux Chateau Certan Pomerol
111675;Red;['Merlot', 'Cabernet Sauvignon'];['Beef', 'Pasta', 'Veal'];Premier Rendez-Vous Belle Cuvee Merlot - Cabernet
111676;Red;['Cabernet Sauvignon', 'Merlot', 'Cabernet Franc', 'Pinot Noir', 'Petit Verdot', 'Tannat', 'Malbec'];['Beef', 'Pasta', 'Veal'];Mas de Daumas Gassac Haut Vallee du Gassac Rouge
111677;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Barons de Rothschild (Lafite) Reserve Speciale Bordeaux
111678;White;['Chardonnay'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Louis Latour Grand Ardeche Chardonnay
111679;White;['Ugni Blanc', 'Gros Manseng', 'Sauvignon Blanc', 'Colombard'];['Rich Fish', 'Shellfish', 'Vegetarian'];Domaine du Tariquet Cotes De Gascogne Classic
111681;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Malescasse Haut-Medoc
111683;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Gazin L'Hospitalet de Gazin Pomerol
111684;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Cos Labory Saint-Estephe (Grand Cru Classe)
111685;Rose;['Grenache'];['Pork', 'Shellfish', 'Vegetarian', 'Poultry'];Domaines Ott By.Ott Rose
111686;White;['Sauvignon Blanc', 'Colombard'];['Rich Fish', 'Shellfish', 'Vegetarian'];Horgelus Colombard - Sauvignon Cotes de Gascogne
111687;Red;['Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau le Puy Emilien
111689;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Cambon La Pelouse Haut-Medoc
111690;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Saint-Pierre Saint-Julien (Grand Cru Classe)
111692;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Louis Jadot Beaujolais-Villages
111694;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Chateau Fuisse Pouilly-Fuisse Tete de Cuvee
111695;Red;['Cabernet Sauvignon'];['Beef', 'Pasta', 'Veal'];Le Grand Noir Les Deux Aristos Cabernet Sauvignon
111696;Rose;['Grolleau', 'Cabernet Franc', 'Gamay Noir'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Calvet Rose d'Anjou
111697;Rose;['Grenache', 'Cinsault'];['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish'];Chateau Puech-Haut Saint-Drezery Prestige Rose
111698;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Montrose La Dame de Montrose Saint-Estephe
111699;Red;['Grenache'];['Lamb', 'Pork', 'Poultry'];Domaine des Senechaux Chateauneuf-du-Pape
111700;White;['Folle Blanche'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Les Costieres de Pomerols Hugues de Beauvignac (HB) Picpoul de Pinet
111701;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Giscours La Sirene de Giscours Margaux
111702;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Giscours Haut-Medoc Giscours
111703;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Cheval Noir Saint-Emilion (Grand Vin)
111704;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Ferriere Margaux (Grand Cru Classe)
111705;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Calon-Segur Marquis de Calon Saint-Estephe
111706;Red;['Petit Verdot', 'Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Beau-Site Saint-Estephe
111707;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau de Sales Pomerol
111708;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Durfort-Vivens Margaux (Grand Cru Classe)
111709;Red;['Merlot'];['Beef', 'Game Meat'];Roche Mazet Cuvee Speciale Merlot
111710;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Monbousquet Saint-Emilion Grand Cru
111711;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Salon Le Mesnil Blanc de Blancs (Cuvee S) Brut Champagne
111713;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Bonneau du Martray Corton-Charlemagne Grand Cru
111715;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Albert Bichot Bourgogne Vieilles Vignes de Pinot Noir
111717;Sparkling;['Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Drappier Pinot Noir Brut Nature Champagne
111718;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Rauzan-Gassies Margaux
111719;Dessert;['Sauvignon Blanc', 'Semillon', 'Muscadelle'];['Fruit Dessert', 'Blue Cheese'];Chateau Rieussec Carmes de Rieussec Sauternes
111720;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Bollinger Rose Brut Champagne
111721;Red;['Grenache'];['Beef', 'Maturated Cheese', 'Hard Cheese'];Charles de Rouvray Cave de Ladac Cuvee Excellence Rouge
111722;Sparkling;['Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Henriot Souverain Brut Champagne
111723;Sparkling;['Pinot Meunier', 'Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Taittinger Brut La Francaise Champagne
111724;Rose;['Grenache'];['Pork', 'Rich Fish', 'Shellfish', 'Poultry'];M. Chapoutier Belleruche Cotes du Rhone Rose
111725;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Pavie Macquin Saint-Emilion Grand Cru (Premier Grand Cru Classe)
111726;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Baron Philippe de Rothschild Bordeaux Rouge
111727;Red;['Grenache'];['Beef', 'Lamb', 'Game Meat'];Alain Jaume Grand Veneur Cotes du Rhone (Reserve)
111729;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Le Crock Saint-Estephe
111730;Red;['Pinot Noir'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Paveil de Luze Margaux
111731;Dessert;['Semillon'];['Fruit Dessert', 'Blue Cheese'];Chateau Suduiraut Castelnau de Suduiraut Sauternes
111732;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Calvet Merlot - Cabernet Sauvignon Bordeaux
111733;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Senejac Haut-Medoc
111734;Sparkling;['Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Gosset Grande Reserve Brut Champagne
111735;Sparkling;['Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Delamotte Brut Champagne Grand Cru 'Le Mesnil-sur-Oger'
111736;Red;['Grenache'];['Lamb', 'Pork', 'Poultry'];Le Vieux Donjon Chateauneuf-du-Pape
111737;Red;['Grenache', 'Mourvedre', 'Counoise', 'Muscardin'];['Lamb', 'Pork', 'Poultry'];Xavier Vignon Chateauneuf-du-Pape Cuvee Anonyme Rouge
111738;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Laroche Chablis Les Chanoines
111739;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Dominique Saint-Emilion Grand Cru (Grand Cru Classe)
111740;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];William Fevre Petit Chablis
111741;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Louis Jadot Bourgogne Couvent Des Jacobins Blanc
111742;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Trimbach Riesling Alsace Cuvee Frederic Emile
111743;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Baron Philippe de Rothschild La Beliere Bordeaux Rouge
111745;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Ferrande Graves
111747;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jacquart Mosaique Brut Champagne
111749;Sparkling;['Grenache Blanc'];['Rich Fish', 'Shellfish', 'Poultry'];Union des Jeunes Vignerons Recoltants Cuvee Elegance Clairette de Die Tradition
111750;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carmenere'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Siran Margaux
111751;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Pointe Pomerol
111752;White;['Grenache Blanc'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];M. Chapoutier Belleruche Cotes-du-Rhone Blanc
111755;Red;['Malbec'];['Beef', 'Lamb', 'Poultry'];Clos La Coutale Cahors Malbec
111757;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau l'Evangile Pomerol
111758;White;['Sauvignon Blanc', 'Colombard'];['Rich Fish', 'Shellfish', 'Vegetarian'];Uby No. 3 Colombard - Sauvignon
111759;Red;['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Pey La Tour Bordeaux
111760;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Olivier Pessac-Leognan (Grand Cru Classe)
111762;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Peyrabon Haut-Medoc
111763;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Louis Latour Bourgogne Chardonnay
111764;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Laroche Chablis Premier Cru La Chantrerie
111765;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Michel Lynch Bordeaux Rouge
111768;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Lascombes Chevalier de Lascombes Margaux
111769;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Haut-Bergey Pessac-Leognan
111770;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Lalande-Borie Saint-Julien
111771;Red;['Grenache'];['Lamb', 'Pork', 'Poultry'];Domaine de la Solitude - Famille Lancon Chateauneuf-du-Pape
111773;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Grand-Puy-Lacoste Lacoste Borie Pauillac
111774;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Jean-Claude Boisset Pinot Noir Bourgogne 'Les Ursulines'
111777;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Croix Mouton Bordeaux Superieur
111778;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Domaine Lafage Novellum Chardonnay
111779;Red;['Cabernet Sauvignon'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau d'Aiguilhe Castillon - Cotes de Bordeaux
111780;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Brane-Cantenac Margaux de Brane (Margaux de Henri Lurton)
111781;Red;['Grenache'];['Beef', 'Pasta', 'Veal'];Chateau Puech-Haut Prestige Saint-Drezery Rouge
111782;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Timberlay Bordeaux Superieur
111783;Sparkling;['Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];G.H. Mumm Grand Cordon Brut Champagne
111784;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau de Ferrand Saint-Emilion Grand Cru (Grand Cru Classe)
111788;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Caronne Ste. Gemme Haut-Medoc
111789;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Nenin Pomerol
111790;White;['Ugni Blanc'];['Appetizer', 'Snack', 'Souffle', 'Fruit', 'Dessert', 'Blue Cheese'];Domaine de Pellehaut Harmonie de Gascogne Blanc
111791;Red;['Mourvedre'];['Beef'];Domaine Tempier Bandol Rouge
111792;Red;['Pinot Noir'];['Fish', 'Poultry', 'Soft Cheese'];Henri Bourgeois Sancerre Rouge Les Baronnes
111793;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Latour Les Forts de Latour Pauillac
111794;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau d'Issan Blason d'Issan Margaux
111798;Rose;['Cinsault'];['Pork', 'Shellfish', 'Vegetarian', 'Poultry'];Triennes Rose
111799;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Lynch-Bages Echo de Lynch-Bages Pauillac
111800;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Cissac Haut-Medoc
111801;Red;['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Pierre de Montignac Medoc
111802;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Bernadotte Haut-Medoc
111803;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Louis Latour Pouilly-Fuisse
111805;White;['Chenin Blanc'];['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese'];Nicolas Joly Clos de la Coulee de Serrant
111806;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Didier Dagueneau (Louis-Benjamin Dagueneau) Silex
111807;Rose;['Grenache Gris'];['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish'];Domaine Lafage Miraflors Rose
111808;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Cantenac Brown BriO de Cantenac Brown Margaux
111809;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Cantin Saint-Emilion Grand Cru
111810;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau du Bois Chantant Cuvee Laurence H Bordeaux Superieur
111811;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jacques Selosse Initial Blanc de Blancs Brut Champagne Grand Cru 'Avize'
111812;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Pipeau Saint-Emilion Grand Cru
111813;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine de La Romanee-Conti Romanee-Conti Grand Cru
111814;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Terres Dorees L'Ancien Beaujolais
